Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-05-09,326
NYC & Co,Tumblr,nycgo.tumblr.com,2012-05-09,134
EDC,Tumblr,http://nycedc.tumblr.com/,2012-05-09,14607
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-05-09,406
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-05-09,4237
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-05-09,137
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-05-09,390
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2012-05-09,1927
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2012-05-09,144
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2012-05-09,87
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2012-05-09,4266
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2012-05-09,917
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-05-09,19658
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-05-09,1999
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-05-09,283
MOME,iTunes,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-05-09,350
MOME,iTunes,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-05-09,2268
Mayor's Office,iTunes,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-05-09,5383
DSNY,iTunes,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-05-09,709
DSNY,iTunes,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-05-09,772
DOH,iTunes,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-05-09,28000
311,iTunes,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-05-09,24806
DOH,iTunes,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2012-05-09,8203
NYCHA,Foursquare,https://foursquare.com/nycha,2012-05-09,40
NYC Gov,Foursquare,http://foursquare.com/nycgov,2012-05-09,18556
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2012-05-09,11
FDNY,Foursquare,https://foursquare.com/fdny,2012-05-09,136
EDC,Foursquare,https://foursquare.com/user/3045331,2012-05-09,19
DPR,Foursquare,https://foursquare.com/nycparks,2012-05-09,11054
DOT,Foursquare,http://foursquare.com/user/7474166,2012-05-09,4
DOH,Foursquare,https://foursquare.com/nychealthy,2012-05-09,83
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-05-09,88
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-05-09,287
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2012-05-09,96
NYC Gov,Facebook,http://www.facebook.com/nycgov,2012-05-09,11452
MOME,Facebook,http://www.facebook.com/NYCMINY,2012-05-09,563
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2012-05-09,1924
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-05-09,70
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2012-05-09,2842
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-05-09,114
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2012-05-09,23
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2012-05-09,241
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-05-09,1068
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2012-05-09,62
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-05-09,15
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-05-09,82259
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-05-09,42898
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-05-09,18804
DOE,Facebook,http://www.facebook.com/NYCschools,2012-05-09,20583
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-05-09,14066
DPR,Facebook,http://www.facebook.com/nycparks,2012-05-09,13992
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-05-09,8327
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-05-09,7726
DOH,Facebook,http://www.facebook.com/nycquits,2012-05-09,8793
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-05-09,10750
NYCService,Facebook,http://www.facebook.com/nycservice,2012-05-09,5541
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-05-09,5382
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-05-09,5148
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-05-09,34087
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-05-09,4758
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-05-09,3829
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-05-09,3880
SBS,Facebook,http://www.facebook.com/nycworkforce1,2012-05-09,4815
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-05-09,3293
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-05-09,2953
DEP,Facebook,http://www.facebook.com/nycwater,2012-05-09,2505
DOE,Facebook,http://www.facebook.com/nycgrads,2012-05-09,1828
DOH,Facebook,http://www.facebook.com/NYCKnows,2012-05-09,1728
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-05-09,1495
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-05-09,1451
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-05-09,1173
HHC,Facebook,http://www.facebook.com/nychhc,2012-05-09,1148
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-05-09,1051
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-05-09,917
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-05-09,1101
Culture,Facebook,https://www.facebook.com/piypnyc,2012-05-09,964
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-05-09,1475
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-05-09,1029
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-05-09,942
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-05-09,481
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-05-09,496
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-05-09,491
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-05-09,442
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-05-09,360
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-05-09,675
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-05-09,510
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-05-09,303
Veteran's Affairs,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-05-09,381
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-05-09,289
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-05-09,371
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-05-09,371
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-05-09,396
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-05-09,360
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-05-09,350
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-05-09,305
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-05-09,272
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-05-09,304
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-05-09,361
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-05-09,257
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-05-09,320
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-05-09,240
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-05-09,320
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-05-09,224
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-05-09,662
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-05-09,225
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-05-09,197
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-05-09,187
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-05-09,112
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-05-09,60
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-05-09,11
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-05-09,2107
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-04-30,922
DCA,YouTube,http://www.youtube.com/nycdca,2012-04-30,17
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-04-30,652
NYC Gov,YouTube,http://www.youtube.com/nycgov,2012-04-30,8
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2012-04-30,8
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2012-04-30,1
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2012-04-30,4
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2012-04-30,1159
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-04-30,129
NYPD,YouTube,http://www.youtube.com/nypd,2012-04-30,3090
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-04-30,670
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-04-30,330
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-04-30,240
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-04-30,159
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-04-30,123
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-04-30,85
OEM,YouTube,http://www.youtube.com/nycoem,2012-04-30,67
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-04-30,52
DOE,YouTube,http://www.youtube.com/nycschools,2012-04-30,44
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-04-30,37
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-04-30,30
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-04-30,27
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-04-30,15
DOITT,YouTube,http://www.youtube.com/doittnews,2012-04-30,29
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-04-30,8
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-04-30,6
DOE,YouTube,http://www.youtube.com/thefundforps,2012-04-30,1
Veteran's Affairs,Twitter,http://twitter.com/NYCVeterans,2012-04-30,275
Prob,Twitter,www.twitter.com/nycprobation,2012-04-30,139
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-04-30,150
NYCCFB,Twitter,http://twitter.com/NYCVotes,2012-04-30,199
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2012-04-30,146
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-04-30,39
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2012-04-30,1948
FDNY,Twitter,https://twitter.com/joinFDNY,2012-04-30,1497
DSNY,Twitter,www.twitter.com/nycrecycles,2012-04-30,36
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2012-04-30,147
DHS,Twitter,www.twitter.com/nycdhs,2012-04-30,315
Change By Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-04-30,1128
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-04-30,65021
NYC & Co,Twitter,http://twitter.com/nycgo,2012-04-30,54671
OEM,Twitter,http://twitter.com/NotifyNYC,2012-04-30,38883
311,Twitter,http://www.twitter.com/311NYC,2012-04-30,27616
NYPD,Twitter,http://twitter.com/NYPDnews,2012-04-30,33469
DPR,Twitter,http://twitter.com/NYCParks,2012-04-30,23721
DOE,Twitter,http://twitter.com/NYCSchools,2012-04-30,22751
FDNY,Twitter,http://www.twitter.com/FDNY,2012-04-30,27399
DOT,Twitter,http://twitter.com/NYC_DOT,2012-04-30,15170
311,Twitter,http://www.twitter.com/NYCASP,2012-04-30,10562
NYC Digital,Twitter,http://twitter.com/nycgov,2012-04-30,21346
DOH,Twitter,http://twitter.com/nycHealthy,2012-04-30,8661
EDC,Twitter,http://twitter.com/nycedc,2012-04-30,7767
MOME,Twitter,http://www.twitter.com/nyc_media,2012-04-30,7299
NYCHA,Twitter,http://twitter.com/NYCHA,2012-04-30,3994
DOB,Twitter,http://twitter.com/nyc_buildings,2012-04-30,3864
TLC,Twitter,http://twitter.com/NYCTaxi,2012-04-30,3323
NYCService,Twitter,http://twitter.com/nycservice,2012-04-30,3243
DYCD,Twitter,http://twitter.com/nycyouth,2012-04-30,2896
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-04-30,3327
DOITT,Twitter,http://twitter.com/nycdoitt,2012-04-30,3170
DEP,Twitter,http://twitter.com/nycwater,2012-04-30,3178
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-04-30,2740
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-04-30,2060
HHC,Twitter,http://twitter.com/HHCnyc,2012-04-30,2579
CAU,Twitter,www.twitter.com/mayorscau,2012-04-30,1872
DOE,Twitter,http://twitter.com/iteachnyc,2012-04-30,1495
DCA,Twitter,http://twitter.com/nycdca,2012-04-30,2051
DOI,Twitter,http://twitter.com/DOINews,2012-04-30,1759
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-04-30,1566
MOME,Twitter,http://www.twitter.com/madeinny,2012-04-30,1903
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-04-30,1373
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-04-30,820
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-04-30,739
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-04-30,948
DOE,Twitter,http://twitter.com/nyctf,2012-04-30,727
DOB,Twitter,http://twitter.com/nycCoolRoofs,2012-04-30,803
EDC,Twitter,http://twitter.com/AppSciNYC,2012-04-30,1225
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-04-30,663
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-04-30,624
DOE,Twitter,http://twitter.com/TheFundforPS,2012-04-30,375
DFTA,Twitter,http://twitter.com/NYCaging,2012-04-30,628
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-04-30,567
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-04-30,1618
HRA,Twitter,http://twitter.com/nychra,2012-04-30,585
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-04-30,253
LMEC,Twitter,http://twitter.com/nyclmew,2012-04-30,354
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-04-30,346
OEM,Twitter,http://twitter.com/NYCOEM,2012-04-30,142
DOE,Twitter,http://twitter.com/alumny,2012-04-30,157
LPC,Twitter,https://twitter.com/NYCLPC,2012-04-30,495
City Store,Twitter,http://twitter.com/citystorenyc,2012-04-30,222
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-04-30,393
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-04-30,22
OMB,Tumblr,http://nycarra.tumblr.com,2012-04-30,1326
NYC Gov,Tumblr,nycgov.tumblr.com,2012-04-30,4313
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-04-30,324
NYC & Co,Tumblr,nycgo.tumblr.com,2012-04-30,134
EDC,Tumblr,http://nycedc.tumblr.com/,2012-04-30,14607
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-04-30,406
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-04-30,3700
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-04-30,137
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-04-30,364
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-04-30,19418
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-04-30,1975
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-04-30,284
MOME,iTunes,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-04-30,350
MOME,iTunes,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-04-30,2268
Mayor's Office,iTunes,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-04-30,5383
DSNY,iTunes,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-04-30,709
DSNY,iTunes,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-04-30,772
DOH,iTunes,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-04-30,28000
311,iTunes,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-04-30,24806
DOH,iTunes,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2012-04-30,8203
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2012-04-30,3404
NYCHA,Foursquare,https://foursquare.com/nycha,2012-04-30,40
NYC Gov,Foursquare,https://foursquare.com/nycgov,2012-04-30,10076
NYC Gov,Foursquare,http://foursquare.com/nycgov,2012-04-30,18211
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2012-04-30,11
FDNY,Foursquare,https://foursquare.com/fdny,2012-04-30,115
EDC,Foursquare,https://foursquare.com/user/3045331,2012-04-30,19
DPR,Foursquare,https://foursquare.com/nycparks,2012-04-30,10943
DOT,Foursquare,http://foursquare.com/user/7474166,2012-04-30,4
DOH,Foursquare,https://foursquare.com/nychealthy,2012-04-30,83
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-04-30,88
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-04-30,284
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2012-04-30,94
NYC Gov,Facebook,http://www.facebook.com/nycgov,2012-04-30,11085
MOME,Facebook,http://www.facebook.com/NYCMINY,2012-04-30,539
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2012-04-30,1914
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-04-30,68
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2012-04-30,2829
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-04-30,111
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2012-04-30,20
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2012-04-30,225
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2012-04-30,107
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-04-30,1070
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2012-04-30,58
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-04-30,14
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-04-30,81588
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-04-30,42590
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-04-30,18808
DOE,Facebook,http://www.facebook.com/NYCschools,2012-04-30,20447
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-04-30,14073
DPR,Facebook,http://www.facebook.com/nycparks,2012-04-30,13803
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-04-30,8326
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-04-30,7708
DOH,Facebook,http://www.facebook.com/nycquits,2012-04-30,8798
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-04-30,10383
NYCService,Facebook,http://www.facebook.com/nycservice,2012-04-30,5524
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-04-30,5354
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-04-30,5109
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-04-30,33861
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-04-30,4735
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-04-30,3815
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-04-30,3758
SBS,Facebook,http://www.facebook.com/nycworkforce1,2012-04-30,4738
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-04-30,3251
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-04-30,2925
DEP,Facebook,http://www.facebook.com/nycwater,2012-04-30,2481
DOE,Facebook,http://www.facebook.com/nycgrads,2012-04-30,1831
DOH,Facebook,http://www.facebook.com/NYCKnows,2012-04-30,1731
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-04-30,1484
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-04-30,1434
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-04-30,1171
HHC,Facebook,http://www.facebook.com/nychhc,2012-04-30,1133
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-04-30,2073
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-04-30,1037
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-04-30,909
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-04-30,1084
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-04-30,1440
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-04-30,1018
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-04-30,478
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-04-30,490
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-04-30,482
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-04-30,434
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-04-30,359
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-04-30,657
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-04-30,505
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-04-30,303
Veteran's Affairs,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-04-30,372
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-04-30,289
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-04-30,363
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-04-30,363
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-04-30,387
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-04-30,356
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-04-30,343
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-04-30,305
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-04-30,268
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-04-30,296
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-04-30,360
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-04-30,255
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-04-30,319
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-04-30,241
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-04-30,318
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-04-30,222
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-04-30,220
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-04-30,192
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-04-30,186
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-04-30,107
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-04-30,59
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-04-30,11
DOH,YouTube,http://www.youtube.com/user/drinkingsugar,2012-04-30,191
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-04-09,622
NYC Gov,YouTube,http://www.youtube.com/nycgov,2012-04-09,6
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2012-04-09,6
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-04-09,9
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-04-09,55
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-04-09,92
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-04-09,178
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2012-04-09,1
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-04-09,181
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-04-09,171
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-04-09,214
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-04-09,313
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-04-09,228
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-04-09,309
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-04-09,247
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-04-09,354
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-04-09,276
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-04-09,267
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-04-09,291
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-04-09,323
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-04-09,353
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-04-09,362
