Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-12-12,505
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2012-12-12,3
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2012-12-12,1
DOH,YouTube,http://www.youtube.com/user/drinkingsugar,2012-12-12,143
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-12-12,5
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-12-12,42
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-12-12,60
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-12-12,118
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-12-12,145
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-12-12,132
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-12-12,168
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-12-12,299
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-12-12,219
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-12-12,244
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-12-12,216
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-12-12,307
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-12-12,236
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-12-12,244
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-12-12,260
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-12-12,276
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-12-12,284
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-12-12,291
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-12-12,289
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-12-12,284
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-12-12,284
Veteran's Affairs,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-12-12,312
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-12-12,294
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-12-12,377
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-12-12,361
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-12-12,325
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-12-12,369
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-12-12,370
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-12-12,383
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-12-12,404
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-12-12,600
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-12-12,657
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-12-12,852
Culture,Facebook,https://www.facebook.com/piypnyc,2012-12-12,698
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-12-12,810
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-12-12,801
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-12-12,874
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-12-12,1364
HHC,Facebook,http://www.facebook.com/nychhc,2012-12-12,1023
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-12-12,1102
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-12-12,1244
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-12-12,1323
DOH,Facebook,http://www.facebook.com/NYCKnows,2012-12-12,1591
DOE,Facebook,http://www.facebook.com/nycgrads,2012-12-12,1839
DEP,Facebook,http://www.facebook.com/nycwater,2012-12-12,2114
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-12-12,2532
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-12-12,2793
SBS,Facebook,http://www.facebook.com/nycworkforce1,2012-12-12,3687
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-12-12,3362
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-12-12,3537
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-12-12,4309
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-12-12,6645
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-12-12,4471
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-12-12,4810
NYCService,Facebook,http://www.facebook.com/nycservice,2012-12-12,5215
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-12-12,6758
DOH,Facebook,http://www.facebook.com/nycquits,2012-12-12,6595
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-12-12,7420
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-12-12,8223
DPR,Facebook,http://www.facebook.com/nycparks,2012-12-12,12020
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-12-12,13417
DOE,Facebook,http://www.facebook.com/NYCschools,2012-12-12,18067
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-12-12,17593
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-12-12,25510
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-12-12,64642
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-12-12,13
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-12-12,853
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2012-12-12,68
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-12-12,15
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-12-12,10
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-12-12,216
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-12-12,70
DOH,Foursquare,https://foursquare.com/nychealthy,2012-12-12,44
DOT,Foursquare,http://foursquare.com/user/7474166,2012-12-12,3
DPR,Foursquare,https://foursquare.com/nycparks,2012-12-12,8887
EDC,Foursquare,https://foursquare.com/user/3045331,2012-12-12,18
NYCHA,Foursquare,https://foursquare.com/nycha,2012-12-12,382
311,iTunes,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-12-12,16879
DOH,iTunes,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-12-12,8041
DSNY,iTunes,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-12-12,171
DSNY,iTunes,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-12-12,142
Mayor's Office,iTunes,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-12-12,3186
MOME,iTunes,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-12-12,944
MOME,iTunes,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-12-12,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-12-12,206
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-12-12,1458
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-12-12,15084
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-12-12,138
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-12-12,114
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-12-12,1135
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-12-12,293
EDC,Tumblr,http://nycedc.tumblr.com/,2012-12-12,819
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-12-12,188
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-12-12,8
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-12-12,163
City Store,Twitter,http://twitter.com/citystorenyc,2012-12-12,76
LPC,Twitter,https://twitter.com/NYCLPC,2012-12-12,231
DOE,Twitter,http://twitter.com/alumny,2012-12-12,123
OEM,Twitter,http://twitter.com/NYCOEM,2012-12-12,133
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-12-12,233
LMEC,Twitter,http://twitter.com/nyclmew,2012-12-12,242
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-12-12,189
HRA,Twitter,http://twitter.com/nychra,2012-12-12,330
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-12-12,547
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-12-12,273
DFTA,Twitter,http://twitter.com/NYCaging,2012-12-12,386
DOE,Twitter,http://twitter.com/TheFundforPS,2012-12-12,288
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-12-12,407
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-12-12,369
EDC,Twitter,http://twitter.com/AppSciNYC,2012-12-12,685
DOB,Twitter,http://twitter.com/nycCoolRoofs,2012-12-12,511
DOE,Twitter,http://twitter.com/nyctf,2012-12-12,523
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-12-12,476
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-12-12,613
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-12-12,687
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-12-12,933
MOME,Twitter,http://www.twitter.com/madeinny,2012-12-12,1129
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-12-12,1174
DOI,Twitter,http://twitter.com/DOINews,2012-12-12,1382
DCA,Twitter,http://twitter.com/nycdca,2012-12-12,1448
DOE,Twitter,http://twitter.com/iteachnyc,2012-12-12,1297
CAU,Twitter,www.twitter.com/mayorscau,2012-12-12,1503
HHC,Twitter,http://twitter.com/HHCnyc,2012-12-12,1777
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-12-12,1670
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-12-12,2189
DEP,Twitter,http://twitter.com/nycwater,2012-12-12,2315
DOITT,Twitter,http://twitter.com/nycdoitt,2012-12-12,2362
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-12-12,2439
DYCD,Twitter,http://twitter.com/nycyouth,2012-12-12,2330
NYCService,Twitter,http://twitter.com/nycservice,2012-12-12,2472
TLC,Twitter,http://twitter.com/NYCTaxi,2012-12-12,2564
DOB,Twitter,http://twitter.com/nyc_buildings,2012-12-12,2850
NYCHA,Twitter,http://twitter.com/NYCHA,2012-12-12,3308
MOME,Twitter,http://www.twitter.com/nyc_media,2012-12-12,5688
EDC,Twitter,http://twitter.com/nycedc,2012-12-12,5972
DOH,Twitter,http://twitter.com/nycHealthy,2012-12-12,6452
NYC Digital,Twitter,http://twitter.com/nycgov,2012-12-12,9280
311,Twitter,http://www.twitter.com/NYCASP,2012-12-12,8929
DOT,Twitter,http://twitter.com/NYC_DOT,2012-12-12,12534
FDNY,Twitter,http://www.twitter.com/FDNY,2012-12-12,19552
DOE,Twitter,http://twitter.com/NYCSchools,2012-12-12,19088
DPR,Twitter,http://twitter.com/NYCParks,2012-12-12,19454
NYPD,Twitter,http://twitter.com/NYPDnews,2012-12-12,25057
311,Twitter,http://www.twitter.com/311NYC,2012-12-12,23500
OEM,Twitter,http://twitter.com/NotifyNYC,2012-12-12,35653
NYC & Co,Twitter,http://twitter.com/nycgo,2012-12-12,46161
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-12-12,58192
Change By Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-12-12,706
DHS,Twitter,www.twitter.com/nycdhs,2012-12-12,125
DSNY,Twitter,www.twitter.com/nycrecycles,2012-12-12,21
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-12-12,1
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-12-12,112
Prob,Twitter,www.twitter.com/nycprobation,2012-12-12,26
Veteran's Affairs,Twitter,http://twitter.com/NYCVeterans,2012-12-12,153
DOE,YouTube,http://www.youtube.com/thefundforps,2012-12-12,1
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2012-12-12,1
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-12-12,5
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-12-12,7
DOITT,YouTube,http://www.youtube.com/doittnews,2012-12-12,24
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-12-12,11
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-12-12,20
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-12-12,22
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-12-12,31
DOE,YouTube,http://www.youtube.com/nycschools,2012-12-12,45
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-12-12,51
OEM,YouTube,http://www.youtube.com/nycoem,2012-12-12,55
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-12-12,72
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-12-12,102
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-12-12,113
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-12-12,196
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-12-12,318
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-12-12,592
NYPD,YouTube,http://www.youtube.com/nypd,2012-12-12,2957
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-12-12,103
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-11-09,17
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-11-09,205
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-11-09,342
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-11-09,261
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-11-09,371
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-11-09,421
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-11-09,348
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-11-09,357
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-11-09,321
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-11-09,497
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-11-09,324
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-11-09,426
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-11-09,467
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-11-09,319
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-11-09,372
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-11-09,584
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-11-09,465
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-11-09,603
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-11-09,560
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-11-09,525
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-11-09,293
Veteran's Affairs,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-11-09,572
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-11-09,314
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-11-09,722
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-11-09,1265
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-11-09,412
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-11-09,558
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-11-09,772
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-11-09,887
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-11-09,602
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-11-09,1755
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-11-09,1322
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-11-09,2175
Culture,Facebook,https://www.facebook.com/piypnyc,2012-11-09,1151
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-11-09,1506
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-11-09,1347
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-11-09,1139
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-11-09,3180
HHC,Facebook,http://www.facebook.com/nychhc,2012-11-09,1393
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-11-09,1287
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-11-09,1804
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-11-09,1987
DOE,Facebook,http://www.facebook.com/nycgrads,2012-11-09,1809
DEP,Facebook,http://www.facebook.com/nycwater,2012-11-09,3225
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-11-09,3734
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-11-09,4199
SBS,Facebook,http://www.facebook.com/nycworkforce1,2012-11-09,6021
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-11-09,4935
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-11-09,4032
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-11-09,5281
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-11-09,47599
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-11-09,7243
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-11-09,5878
NYCService,Facebook,http://www.facebook.com/nycservice,2012-11-09,20180
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-11-09,13904
DOH,Facebook,http://www.facebook.com/nycquits,2012-11-09,10039
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-11-09,8041
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-11-09,8392
DPR,Facebook,http://www.facebook.com/nycparks,2012-11-09,19726
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-11-09,20180
DOE,Facebook,http://www.facebook.com/NYCschools,2012-11-09,26727
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-11-09,19053
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-11-09,53804
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-11-09,113264
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-11-09,20
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2012-11-09,150
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-11-09,1517
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2012-11-09,674
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2012-11-09,1091
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2012-11-09,104
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-11-09,341
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2012-11-09,3517
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-11-09,167
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2012-11-09,2080
MOME,Facebook,http://www.facebook.com/NYCMINY,2012-11-09,3667
NYC Gov,Facebook,http://www.facebook.com/nycgov,2012-11-09,46792
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2012-11-09,318
NYPD,Facebook,https://www.facebook.com/NYPD,2012-11-09,87069
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2012-11-09,78
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2012-11-09,145
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2012-11-09,101
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2012-11-09,123
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-11-09,398
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-11-09,87
DOH,Foursquare,https://foursquare.com/nychealthy,2012-11-09,370
DOT,Foursquare,http://foursquare.com/user/7474166,2012-11-09,4
DPR,Foursquare,https://foursquare.com/nycparks,2012-11-09,18672
EDC,Foursquare,https://foursquare.com/user/3045331,2012-11-09,19
FDNY,Foursquare,https://foursquare.com/fdny,2012-11-09,824
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2012-11-09,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,2012-11-09,34683
NYC Gov,Foursquare,https://foursquare.com/nycgov,2012-11-09,11256
NYCHA,Foursquare,https://foursquare.com/nycha,2012-11-09,82
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2012-11-09,29448
DOT,Instagram,http://web.stagram.com/n/nyc_dot,2012-11-09,36
DOH,iTunes,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2012-11-09,12924
311,iTunes,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-11-09,26581
DOH,iTunes,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-11-09,28000
DSNY,iTunes,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-11-09,987
DSNY,iTunes,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-11-09,960
Mayor's Office,iTunes,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-11-09,5877
MOME,iTunes,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-11-09,2580
MOME,iTunes,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-11-09,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-11-09,526
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-11-09,1882
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-11-09,21142
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2012-11-09,1082
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2012-11-09,3275
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2012-11-09,71
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2012-11-09,151
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2012-11-09,1438
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-11-09,27
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-11-09,71
NYC Gov,Pinterest,http://pinterest.com/nycgov,2012-11-09,68
DOH,Pinterest,http://pinterest.com/nychealth,2012-11-09,9
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2012-11-09,78
DRIS,Pinterest,http://pinterest.com/recordsnyc,2012-11-09,1
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-11-09,17125
DOH,Tumblr,http://nychealth.tumblr.com/,2012-11-09,54
DOH,Tumblr,http://mygooddognyc.tumblr.com/,2012-11-09,28
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-11-09,10747
EDC,Tumblr,http://nycedc.tumblr.com/,2012-11-09,44766
NYC & Co,Tumblr,nycgo.tumblr.com,2012-11-09,1247
NYC Digital,Tumblr,madeinny.tumblr.com,2012-11-09,93
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-11-09,368
NYC Gov,Tumblr,nycgov.tumblr.com,2012-11-09,22733
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com,2012-11-09,5
FDNY,Tumblr,http://fdny.tumblr.com/,2012-11-09,259
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-11-09,53
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-11-09,704
City Store,Twitter,http://twitter.com/citystorenyc,2012-11-09,494
LPC,Twitter,https://twitter.com/NYCLPC,2012-11-09,788
DOE,Twitter,http://twitter.com/alumny,2012-11-09,194
OEM,Twitter,http://twitter.com/NYCOEM,2012-11-09,4437
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-11-09,389
LMEC,Twitter,http://twitter.com/nyclmew,2012-11-09,480
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-11-09,317
HRA,Twitter,http://twitter.com/nychra,2012-11-09,1045
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-11-09,2977
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-11-09,1065
DFTA,Twitter,http://twitter.com/NYCaging,2012-11-09,917
DOE,Twitter,http://twitter.com/TheFundforPS,2012-11-09,701
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-11-09,958
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-11-09,1009
EDC,Twitter,http://twitter.com/AppSciNYC,2012-11-09,1608
DOB,Twitter,http://twitter.com/nycCoolRoofs,2012-11-09,1134
DOE,Twitter,http://twitter.com/nyctf,2012-11-09,1026
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-11-09,941
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-11-09,890
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-11-09,954
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-11-09,2005
MOME,Twitter,http://www.twitter.com/madeinny,2012-11-09,4351
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-11-09,2285
DOI,Twitter,http://twitter.com/DOINews,2012-11-09,2458
DCA,Twitter,http://twitter.com/nycdca,2012-11-09,2995
DOE,Twitter,http://twitter.com/iteachnyc,2012-11-09,1673
CAU,Twitter,www.twitter.com/mayorscau,2012-11-09,2585
HHC,Twitter,http://twitter.com/HHCnyc,2012-11-09,3665
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-11-09,2875
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-11-09,3458
DEP,Twitter,http://twitter.com/nycwater,2012-11-09,4799
DOITT,Twitter,http://twitter.com/nycdoitt,2012-11-09,4323
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-11-09,4663
DYCD,Twitter,http://twitter.com/nycyouth,2012-11-09,4065
NYCService,Twitter,http://twitter.com/nycservice,2012-11-09,7530
TLC,Twitter,http://twitter.com/NYCTaxi,2012-11-09,4572
DOB,Twitter,http://twitter.com/nyc_buildings,2012-11-09,5578
